Season,Year,Date,CollectorNames,TrawlType,Site,Replicate,Common_Name,Genus,Species,Length_mm,weight_g,trophic_level
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,1,Shadow Goby,Quietula,y-cauda,59.11,1.495276281,3.2
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,1,Shadow Goby,Quietula,y-cauda,56.57,1.310681298,3.2
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,1,Shadow Goby,Quietula,y-cauda,59.93,1.558372943,3.2
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,1,Shadow Goby,Quietula,y-cauda,39.7,0.453012397,3.2
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,1,Shadow Goby,Quietula,y-cauda,52.13,1.025656038,3.2
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,39.91,0.601628279,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,41.42,0.674032821,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,44.32,0.829112371,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,59.48,2.039826794,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,46.54,0.962868268,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,45.84,0.919235226,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,26.43,0.170465099,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,44.82,0.858068626,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,46.48,0.959074801,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,33.86,0.363797938,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,41.76,0.69110694,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,17.51,0.048358605,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,20.03,0.072972943,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,26.83,0.178483229,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,22.72,0.107306897,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,18.41,0.056374506,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,22.73,0.107451487,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,18.31,0.055442715,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,20.88,0.082869261,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,20.69,0.080583339,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,19.76,0.070004538,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,18.37,0.056000535,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,18.55,0.057696641,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,17.75,0.050415622,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,17.96,0.052263144,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,15.72,0.034766657,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,19.25,0.064621376,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Arrow Goby,Clevelandia,ios,19.16,0.063701315,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Pacific Staghorn Sculpin,Leptocottus,armatus,34.07,0.491581105,3.68
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Pacific Staghorn Sculpin,Leptocottus,armatus,36.42,0.606113696,3.68
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Pacific Staghorn Sculpin,Leptocottus,armatus,37.14,0.644540551,3.68
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Pacific Staghorn Sculpin,Leptocottus,armatus,35.72,0.570280649,3.68
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Pacific Staghorn Sculpin,Leptocottus,armatus,35.62,0.565282545,3.68
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Pacific Staghorn Sculpin,Leptocottus,armatus,32.88,0.439655552,3.68
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Shadow Goby,Quietula,y-cauda,62.36,1.755726587,3.2
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,2,Bay Pipefish,Syngnathus,leptorhynchus,122.15,0.730551446,3.24000001
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,3,Arrow Goby,Clevelandia,ios,47.96,1.05562199,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,3,Arrow Goby,Clevelandia,ios,23.08,0.112595159,3.12
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,3,Pacific Staghorn Sculpin,Leptocottus,armatus,39.72,0.795858199,3.68
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,3,Shadow Goby,Quietula,y-cauda,50.39,0.92634261,3.2
Spring,2006,4/22/2006,Stephens,Beam,Beam 4,3,Bay Pipefish,Syngnathus,leptorhynchus,133.22,0.955145458,3.24000001
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Bonyhead Sculpin,Artedius,notospilotus,132.57,23.08271609,3.9
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,44.94,0.805058467,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,64.55,2.518873947,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,55.47,1.562487243,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,64.91,2.56339083,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,48.79,1.042978449,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,60.48,2.051683532,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,74.06,3.883487727,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,54.64,1.490019436,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,44.45,0.777730836,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,38.66,0.501081172,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,43.51,0.727091169,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,51.44,1.232058364,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,51.55,1.240376607,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,61.21,2.1307071,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,59.29,1.927191299,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,60.46,2.049547121,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,53.37,1.383628333,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Speckled Sanddab,Citharichthys,stigmaeus,45.64,0.84522437,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Plainfin Midshipman,Porichthys,notatus,48.15,0.961525679,4.04
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,1,Bay Pipefish,Syngnathus,leptorhynchus,138.37,1.073914177,3.24000001
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Jacksmelt,Atherinopsis,californiensis,233.58,99.04489821,2.33
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,80.23,4.996825154,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,86.85,6.414431911,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,71.8,3.522291194,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,59.89,1.9892957,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,59.11,1.908821331,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,57.39,1.73927144,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,55.85,1.596453475,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,56.6,1.664964645,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,55.3,1.547452836,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,51.94,1.270177412,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,54.01,1.436570408,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,61.03,2.111032274,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,62.86,2.316928033,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,41.88,0.644694964,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,48.65,1.033580288,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,56.44,1.650183817,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,56.12,1.620891311,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,67.23,2.863235422,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,51.74,1.254834627,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,45.36,0.828997751,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,56.65,1.66960212,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,56.48,1.653870592,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,47.06,0.930865243,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,38.76,0.505175323,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,43.52,0.727617693,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,60.15,2.016626628,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,63.7,2.415863929,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,63,2.333221601,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,45.65,0.845807868,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,47.2,0.939616324,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,54.51,1.478881006,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,44.28,0.768399788,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,41.38,0.620759378,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,49.2,1.070836908,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Speckled Sanddab,Citharichthys,stigmaeus,41.53,0.627875216,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Black Perch,Embiotoca,jacksoni,331.53,1181.218943,3.31
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Striped Seaperch,Embiotoca,lateralis,185.84,132.6890197,3.33
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Pacific Staghorn Sculpin,Leptocottus,armatus,61.93,3.210081605,3.68
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Lingcod,Ophiodon,elongatus,96.87,12.0898118,4.3
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,White Seaperch,Phanerodon,furcatus,303.47,436.8863667,3.3
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Plainfin Midshipman,Porichthys,notatus,62.65,2.144413356,4.04
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,2,Cabezon,Scorpaenichthys,marmoratus,81.38,15.70516863,3.619999886
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,59.64,1.96325543,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,71.14,3.421306003,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,63.84,2.43262869,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,55.47,1.562487243,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,59.01,1.898667619,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,55.37,1.55363146,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,56.45,1.651104984,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,63.39,2.379022918,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,53.47,1.391811234,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,42.19,0.659847025,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,47.68,0.970046236,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,63.05,2.339059633,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,52.81,1.338410038,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,53.08,1.360083705,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,63.03,2.336723225,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,41.48,0.625497118,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,68.32,3.012028032,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Speckled Sanddab,Citharichthys,stigmaeus,58.48,1.845467724,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Shiner Perch,Cymatogaster,aggregata,123.36,38.49294868,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Shiner Perch,Cymatogaster,aggregata,114.18,30.47589918,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Shiner Perch,Cymatogaster,aggregata,116.54,32.41821908,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Shiner Perch,Cymatogaster,aggregata,113.62,30.02673159,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Shiner Perch,Cymatogaster,aggregata,98.53,19.52591657,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 1,3,Shiner Perch,Cymatogaster,aggregata,103.61,22.72729065,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,71.12,3.418277086,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,72.38,3.612699016,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,68.44,3.028724429,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,80.01,4.953791339,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,74.72,3.993552304,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,57.88,1.786479773,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,71.97,3.548628132,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,65.44,2.629902351,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,56.94,1.696673456,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,56.53,1.658486963,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,66.3,2.740317424,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,49.09,1.063313454,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Speckled Sanddab,Citharichthys,stigmaeus,54.09,1.443283841,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,1,Shiner Perch,Cymatogaster,aggregata,131.6,46.79370114,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,75.56,4.136689251,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,61.41,2.152714393,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,70.68,3.352103051,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,67.22,2.861894093,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,77.48,4.476932389,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,68.84,3.084835229,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,66.08,2.711776331,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,48.71,1.037600962,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,67.08,2.843160505,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,67.02,2.835157511,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,74.58,3.970029662,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,77.49,4.478752767,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,66.51,2.767751809,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,63.61,2.405128329,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,75.13,4.062986998,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,61.94,2.211783128,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,78.34,4.635338927,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,45.03,0.810148049,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,81.23,5.195652367,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,77.94,4.561193768,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,43.36,0.719224494,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,58.21,1.818761262,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,63.53,2.395612949,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,84.09,5.793993024,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,67.55,2.906384848,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,56.25,1.632748213,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,56.07,1.616346657,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,67.03,2.836490274,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,68.65,3.058094936,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Speckled Sanddab,Citharichthys,stigmaeus,45.48,0.835925732,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,130.33,45.44317691,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,114.33,30.59697037,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,138.71,54.85296175,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,97.85,19.12178003,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,99.52,20.1244454,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,107.97,25.74008505,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,101.21,21.17431426,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,112.98,29.51884455,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,127.47,42.49782742,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,122.45,37.6417803,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,125.9,40.93665155,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,123.42,38.54951766,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,108.19,25.89880443,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,111.25,28.1747889,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,82.65,11.48439291,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,91.71,15.72291352,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,2,Shiner Perch,Cymatogaster,aggregata,110.04,27.25946752,2.99
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Topsmelt,Atherinops,affinis,169.6,47.38322443,2.76
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Topsmelt,Atherinops,affinis,195.16,67.30340165,2.76
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Topsmelt,Atherinops,affinis,175.65,51.72260342,2.76
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Topsmelt,Atherinops,affinis,174.78,51.08452139,2.76
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Topsmelt,Atherinops,affinis,186.05,59.72197718,2.76
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Speckled Sanddab,Citharichthys,stigmaeus,66.15,2.72083547,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Speckled Sanddab,Citharichthys,stigmaeus,79.54,4.86270424,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Speckled Sanddab,Citharichthys,stigmaeus,58.6,1.857422697,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Speckled Sanddab,Citharichthys,stigmaeus,72.83,3.683924611,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Speckled Sanddab,Citharichthys,stigmaeus,61.13,2.121947352,3.4
Spring,2006,4/22/2006,Stephens,Otter,Otter 2,3,Speckled Sanddab,Citharichthys,stigmaeus,69.63,3.197730818,3.4
